data,DataAgenda,dataseparado,dataseparadofim,dataseparadoinicio,Emp,Pedidos,Itens,Opcao2,opcao,operador,separador,setor,status
2019-05-31 09:26:30,2019-05-31 00:00:00,,2019-05-31 09:33:09,2019-05-31 09:32:32,1,219419,1,Cliente,C,DANIELPONTES,DANIELB,Deposito,F
2019-05-31 09:22:52,2019-05-31 00:00:00,,2019-05-31 10:31:51,2019-05-31 10:07:23,1,219418,3,Abastecimento,N,CLEITON,ANDREF,Abastecimento,F
2019-05-31 09:20:25,2019-05-31 00:00:00,,2019-05-31 11:23:40,2019-05-31 11:00:02,1,219417,9,Abastecimento,N,luisn,micaelp,Deposito,F
2019-05-31 09:19:02,2019-05-31 00:00:00,,2019-05-31 10:56:54,2019-05-31 10:35:19,1,219416,8,Abastecimento,N,luisn,micaelp,Deposito,F
2019-05-31 09:18:57,2019-06-03 00:00:00,,2019-06-03 08:19:27,2019-06-03 08:09:19,1,219415,5,Agendado,G,venicio 3m,DANIELB,Deposito,F
2019-05-31 09:17:55,2019-05-31 00:00:00,,2019-05-31 11:06:42,2019-05-31 10:32:56,1,219414,7,Abastecimento,N,MARIAC,wildsono,Deposito,F
2019-05-31 09:16:58,2019-05-31 00:00:00,,2019-05-31 09:37:04,2019-05-31 09:27:36,1,219413,3,Cliente,C,luizb,jeffersondouglas,Deposito,F
2019-05-31 09:12:44,2019-05-31 00:00:00,,2019-05-31 10:44:43,2019-05-31 10:31:17,1,219412,6,Abastecimento,N,MARIAC,jeffersondouglas,Deposito,F
2019-05-31 09:10:01,2019-05-31 00:00:00,,2019-05-31 16:24:12,2019-05-31 16:23:38,10,219411,5,Abastecimento,N,NATHALIAB,andersonm,Administracao,F
2019-05-31 09:09:56,2019-05-31 00:00:00,,2019-05-31 09:58:56,2019-05-31 09:34:30,1,219410,15,Abastecimento,N,ROBERTAS,DANIELB,Deposito,F
2019-05-31 09:05:56,2019-05-31 00:00:00,,2019-05-31 10:03:51,2019-05-31 09:10:19,1,219408,16,Abastecimento,N,alberion,ALBERION,Abastecimento,F
2019-05-31 09:01:37,2019-05-31 00:00:00,,2019-05-31 09:31:01,2019-05-31 09:20:34,1,219406,4,Cliente,C,gersono,mayadsonsouza,Deposito,F
2019-05-31 09:00:16,2019-05-31 00:00:00,,2019-05-31 09:14:02,2019-05-31 09:12:49,1,219405,1,Cliente,C,EDINALDOM,mayadsonsouza,Deposito,F
2019-05-31 08:58:45,2019-05-31 00:00:00,,2019-05-31 09:05:28,2019-05-31 09:05:23,1,219404,1,Cliente,C,luisn,ARIELG,Deposito,F
2019-05-31 08:50:20,2019-05-31 00:00:00,,2019-05-31 10:56:26,2019-05-31 10:32:46,1,219403,11,Abastecimento,N,lilian,ewertond,Deposito,F
2019-05-31 08:46:20,2019-05-31 00:00:00,,2019-05-31 09:27:25,2019-05-31 08:57:45,1,219402,5,Cliente,C,EDINALDOM,jeffersondouglas,Deposito,F
2019-05-31 08:45:14,2019-05-31 00:00:00,,2019-05-31 09:02:50,2019-05-31 08:57:10,2,219401,1,Abastecimento,N,deysek,kelsonlima,Deposito,F
2019-05-31 08:44:36,2019-05-31 00:00:00,,2019-05-31 09:14:30,2019-05-31 08:51:51,1,219400,3,Abastecimento,N,RANOEL,Ranoel,Promotor,F
2019-05-31 08:37:15,2019-05-31 00:00:00,,2019-05-31 08:41:05,2019-05-31 08:38:06,1,219395,2,Abastecimento,N,tiago,tiago,Promotor,F
2019-05-31 08:33:26,2019-05-31 00:00:00,,2019-05-31 08:38:23,2019-05-31 08:34:09,1,219393,2,Abastecimento,N,tiago,tiago,Promotor,F
2019-05-31 08:32:32,2019-05-31 00:00:00,2019-05-31 13:03:44,,2019-05-31 10:28:57,1,219392,5,Abastecimento,N,MARIAC,DANIELB,Deposito,F
2019-05-31 08:29:00,2019-05-31 00:00:00,,2019-05-31 11:41:07,2019-05-31 10:07:47,1,219391,4,Abastecimento,N,CLEITON,ALEFF,Abastecimento,F
2019-05-31 08:21:26,2019-05-31 00:00:00,,2019-05-31 08:53:19,2019-05-31 08:24:40,1,219390,10,Abastecimento,N,JOSINIELRYA,JOSINIELRYA,Abastecimento,F
2019-05-31 08:21:08,2019-05-31 00:00:00,,2019-05-31 11:29:22,2019-05-31 10:07:39,1,219389,7,Abastecimento,N,CLEITON,ALEFF,Abastecimento,F
2019-05-31 08:17:16,2019-05-31 00:00:00,,2019-05-31 09:11:03,2019-05-31 09:00:42,1,219388,3,Abastecimento,N,janicleisson,DANIELB,Deposito,F
2019-05-31 08:11:06,2019-05-31 00:00:00,,2019-05-31 11:41:26,2019-05-31 10:07:31,1,219387,2,Abastecimento,N,CLEITON,ALEFF,Abastecimento,F
2019-05-31 08:07:58,2019-05-31 00:00:00,,2019-05-31 08:53:08,2019-05-31 08:22:04,11,219386,3,Abastecimento,N,MARIA ELOISA,rodolfor,Deposito,F
2019-05-31 08:04:13,2019-05-31 00:00:00,,2019-05-31 10:31:11,2019-05-31 08:26:47,1,219385,1,Abastecimento,N,CLEITON,CLEITON,Abastecimento,F
2019-05-31 07:56:05,2019-05-31 00:00:00,,2019-05-31 08:50:24,2019-05-31 08:38:44,2,219384,2,Rota,R,KELVIN,kelsonlima,Deposito,F
2019-05-31 07:54:00,2019-05-31 00:00:00,,2019-05-31 18:19:11,2019-05-31 18:17:54,1,219383,4,Rota,R,KELVIN,joaobarros,Vendas,F
2019-05-31 07:51:49,2019-05-31 00:00:00,,2019-05-31 09:08:54,2019-05-31 09:08:19,1,219382,12,Rota,R,KELVIN,IANDAMASCENO,Vendas,F
2019-05-31 07:49:52,2019-05-31 00:00:00,,2019-05-31 09:09:22,2019-05-31 09:09:02,1,219381,12,Rota,R,KELVIN,IANDAMASCENO,Vendas,F
2019-05-30 18:15:57,2019-05-30 00:00:00,,2019-05-30 18:21:44,2019-05-30 18:21:10,1,219380,1,Cliente,C,gersono,marcosr,Deposito,F
2019-05-30 17:58:27,2019-05-30 00:00:00,,2019-05-30 18:04:11,2019-05-30 18:03:56,1,219378,1,Cliente,C,gersono,Douglasl,Deposito,F
2019-05-30 17:42:05,2019-05-30 00:00:00,,2019-05-30 18:01:48,2019-05-30 17:48:45,1,219377,5,Cliente,C,HELDERF,ewertond,Deposito,F
2019-05-30 17:41:16,2019-05-30 00:00:00,,2019-05-30 17:50:27,2019-05-30 17:50:20,1,219376,1,Cliente,C,HELDERF,Douglasl,Deposito,F
2019-05-30 17:40:00,2019-05-30 00:00:00,,2019-05-30 17:50:11,2019-05-30 17:50:04,1,219375,1,Cliente,C,gersono,Douglasl,Deposito,F
2019-05-30 17:38:32,2019-05-30 00:00:00,,2019-05-30 17:47:15,2019-05-30 17:43:02,1,219374,1,Cliente,C,ANA PAULA,ewertond,Deposito,F
2019-05-30 17:35:32,2019-05-30 00:00:00,,2019-05-30 18:11:26,2019-05-30 18:11:25,11,219373,1,Abastecimento,N,THAISEF,everaldof,Deposito,F
2019-05-30 17:34:07,2019-05-30 00:00:00,,2019-05-30 17:50:07,2019-05-30 17:35:38,1,219372,2,Cliente,C,gersono,micaelp,Deposito,F
2019-05-30 17:31:59,2019-05-30 00:00:00,,2019-05-30 17:57:28,2019-05-30 17:33:22,1,219371,12,Abastecimento,N,leandrop,LEANDROP,Promotor,F
2019-05-30 17:31:35,2019-05-30 00:00:00,,2019-06-02 23:50:00,2019-06-02 23:49:25,1,219370,3,F.Shop 10,X,vivi,KAIROLIMA,Deposito,F
2019-05-30 17:30:58,2019-05-30 00:00:00,,2019-06-03 01:25:30,2019-06-03 00:32:43,1,219369,23,F.Shop 10,X,vivi,JOAOF,Embalagem,F
2019-05-30 17:30:52,2019-05-30 00:00:00,,2019-05-30 18:11:01,2019-05-30 18:05:18,1,219368,1,Abastecimento,N,CARLOS ALBERTO,micaelp,Deposito,F
2019-05-30 17:29:38,2019-05-30 00:00:00,,2019-06-03 00:49:36,2019-06-03 00:18:41,1,219367,20,F.Shop 10,X,vivi,Douglasl,Deposito,F
2019-05-30 17:28:32,2019-05-30 00:00:00,,2019-06-03 00:33:24,2019-06-03 00:00:31,1,219366,20,F.Shop 10,X,vivi,samuelgomes,Embalagem,F
2019-05-30 17:28:00,2019-05-30 00:00:00,,2019-05-30 17:31:18,2019-05-30 17:31:10,1,219364,1,Cliente,C,HELDERF,djailsonc,Deposito,F
2019-05-30 17:26:27,2019-05-30 00:00:00,,2019-05-30 17:31:21,2019-05-30 17:27:49,1,219362,1,Cliente,C,ANTONIAL,micaelp,Deposito,F
2019-05-30 17:23:21,2019-05-30 00:00:00,,2019-05-30 17:30:43,2019-05-30 17:24:42,1,219361,2,Cliente,C,HELDERF,ewertond,Deposito,F
2019-05-30 17:21:25,2019-05-30 00:00:00,,2019-05-30 17:30:00,2019-05-30 17:29:36,1,219360,1,Cliente,C,walterb,jeissonp,Deposito,F
2019-05-30 17:19:10,2019-05-30 00:00:00,,2019-05-30 17:54:34,2019-05-30 17:29:11,1,219359,12,Abastecimento,N,SANDROO,SANDROO,Abastecimento,F
2019-05-30 17:13:30,2019-05-30 00:00:00,,2019-05-30 17:23:06,2019-05-30 17:18:28,1,219357,1,Cliente,C,JOAOO,ewertond,Deposito,F
2019-05-30 17:11:32,2019-05-30 00:00:00,,2019-06-01 09:54:02,2019-06-01 09:49:04,1,219356,1,F. Via Direta,Y,HUDSONV,alexd,Deposito,F
2019-05-30 17:11:28,2019-05-30 00:00:00,,2019-05-30 18:40:31,2019-05-30 18:20:31,1,219355,23,Abastecimento,N,helyonne,micaelp,Deposito,F
2019-05-30 17:10:38,2019-05-30 00:00:00,,2019-06-01 10:44:08,2019-06-01 10:05:17,1,219354,20,F. Via Direta,Y,HUDSONV,alissonbruno,Deposito,F
2019-05-30 17:10:08,2019-05-30 00:00:00,,2019-06-03 00:45:12,2019-06-02 23:59:20,1,219353,19,F.Shop 10,X,vivi,brunoa,Abastecimento,F
2019-05-30 17:08:47,2019-05-30 00:00:00,,2019-05-30 18:04:40,2019-05-30 17:56:36,1,219352,2,Abastecimento,N,CARLOS ALBERTO,micaelp,Deposito,F
2019-05-30 17:06:44,2019-05-30 00:00:00,,2019-05-30 17:34:55,2019-05-30 17:34:49,1,219351,1,Abastecimento,N,leandrop,Douglasl,Deposito,F
2019-05-30 17:01:57,2019-05-30 00:00:00,,2019-05-30 17:22:24,2019-05-30 17:07:11,1,219350,8,Abastecimento,N,elisr,micaelp,Deposito,F
2019-05-30 17:01:28,2019-05-30 00:00:00,,2019-06-03 00:10:24,2019-06-02 23:55:47,1,219349,9,F.Shop 10,X,vivi,Douglasl,Deposito,F
2019-05-30 16:57:48,2019-05-30 00:00:00,,2019-06-01 11:12:21,2019-06-01 11:08:49,1,219347,3,F. Via Direta,Y,HUDSONV,alexd,Deposito,F
2019-05-30 16:54:46,2019-05-30 00:00:00,,2019-05-31 12:33:15,2019-05-31 12:27:31,2,219345,2,F.Shop 10,X,vivi,kelsonlima,Deposito,F
2019-05-30 16:54:08,2019-05-30 00:00:00,,2019-06-03 00:43:42,2019-06-03 00:02:31,1,219344,12,F.Shop 10,X,vivi,jeffersonl,Embalagem,F
2019-05-30 16:53:15,2019-05-30 00:00:00,,2019-06-02 23:55:03,2019-06-02 23:35:30,1,219343,3,F.Shop 10,X,vivi,brunoa,Abastecimento,F
2019-05-30 16:52:19,2019-05-30 00:00:00,,2019-05-30 16:57:47,2019-05-30 16:57:41,1,219341,1,Cliente,C,SANDROO,Douglasl,Deposito,F
2019-05-30 16:50:55,2019-05-30 00:00:00,,2019-05-30 18:04:41,2019-05-30 17:29:02,1,219340,9,Abastecimento,N,JOSEB,wildsono,Deposito,F
2019-05-30 16:50:09,2019-05-30 00:00:00,,2019-06-03 00:06:11,2019-06-02 23:19:45,1,219339,19,F.Shop 10,X,vivi,"",,F
2019-05-30 16:47:41,2019-05-30 00:00:00,,2019-05-30 16:56:24,2019-05-30 16:55:05,11,219338,3,Abastecimento,N,pamela,everaldof,Deposito,F
2019-05-30 16:46:20,2019-05-30 00:00:00,,2019-05-30 18:30:16,2019-05-30 17:35:59,1,219337,12,Abastecimento,N,JOSEB,ewertond,Deposito,F
2019-05-30 16:42:19,2019-05-30 00:00:00,,2019-05-31 12:41:48,2019-05-31 12:37:11,2,219336,1,F.Shop 10,X,vivi,kelsonlima,Deposito,F
2019-05-30 16:42:19,2019-05-30 00:00:00,,2019-05-30 17:00:54,2019-05-30 16:53:04,1,219335,3,Abastecimento,N,JOSEB,micaelp,Deposito,F
2019-05-30 16:42:12,2019-05-30 00:00:00,,2019-05-30 16:54:36,2019-05-30 16:52:53,11,219334,5,Abastecimento,N,pamela,everaldof,Deposito,F
2019-05-30 16:41:49,2019-05-30 00:00:00,,2019-05-31 12:46:13,2019-05-31 12:35:53,2,219333,6,F.Shop 10,X,vivi,hurielm,Deposito,F
2019-05-30 16:40:39,2019-05-30 00:00:00,,2019-06-02 23:24:26,2019-06-02 23:21:06,1,219332,1,F.Shop 10,X,vivi,brunoa,Abastecimento,F
2019-05-30 16:40:23,2019-05-30 00:00:00,,2019-06-02 23:06:08,2019-06-02 23:03:58,1,219331,2,F.Shop 10,X,vivi,jeffersonl,Embalagem,F
2019-05-30 16:40:03,2019-05-30 00:00:00,,2019-06-02 23:50:06,2019-06-02 23:34:50,1,219330,7,F.Shop 10,X,vivi,samuelgomes,Embalagem,F
2019-05-30 16:39:55,2019-05-31 00:00:00,,2019-05-31 07:41:07,2019-05-31 07:14:33,1,219329,17,Agendado,G,maria ivanilda,alexd,Deposito,F
2019-05-30 16:35:18,2019-05-30 00:00:00,,2019-06-03 00:06:11,2019-06-02 23:55:40,1,219328,6,F.Shop 10,X,vivi,estevao,Embalagem,F
2019-05-30 16:31:07,2019-05-30 00:00:00,,2019-06-01 10:38:53,2019-06-01 10:38:22,1,219327,2,F. Via Direta,Y,HUDSONV,alexd,Deposito,F
2019-05-30 16:30:44,2019-05-30 00:00:00,,2019-05-30 16:51:27,2019-05-30 16:51:04,2,219326,2,Rota,R,KELVIN,franciscoa,Deposito,F
2019-05-30 16:29:41,2019-05-30 00:00:00,,2019-06-02 23:34:09,2019-06-02 23:03:32,1,219325,9,F.Shop 10,X,vivi,djailsonc,Deposito,F
2019-05-30 16:27:17,2019-05-30 00:00:00,,2019-05-30 16:36:24,2019-05-30 16:28:07,1,219324,2,Cliente,C,gersono,wildsono,Deposito,F
2019-05-30 16:23:23,2019-05-30 00:00:00,,2019-06-02 23:13:29,2019-06-02 23:02:24,1,219323,2,F.Shop 10,X,vivi,ewertond,Deposito,F
2019-05-30 16:17:30,2019-05-30 00:00:00,,2019-05-30 16:23:33,2019-05-30 16:23:27,1,219322,1,Cliente,C,JOSEB,Douglasl,Deposito,F
2019-05-30 16:16:50,2019-05-30 00:00:00,,2019-05-30 16:55:55,2019-05-30 16:31:16,1,219321,9,Abastecimento,N,FERNANDAD,mayadsonsouza,Deposito,F
2019-05-30 16:15:03,2019-05-30 00:00:00,,2019-05-30 16:21:59,2019-05-30 16:16:26,1,219320,1,Cliente,C,iranildov,micaelp,Deposito,F
2019-05-30 16:09:51,2019-05-30 00:00:00,,2019-05-30 16:55:42,2019-05-30 16:55:29,2,219318,1,Abastecimento,N,deysek,kevena,Deposito,F
2019-05-30 16:08:07,2019-05-30 00:00:00,,2019-05-30 16:42:55,2019-05-30 16:28:34,1,219317,11,Abastecimento,N,ROBERTAS,ewertond,Deposito,F
2019-05-30 16:06:24,2019-05-30 00:00:00,,2019-05-30 16:22:26,2019-05-30 16:16:36,1,219316,2,Cliente,C,HELDERF,micaelp,Deposito,F
2019-05-30 16:05:01,2019-05-30 00:00:00,,2019-06-01 09:48:20,2019-06-01 09:46:48,1,219315,1,F. Via Direta,Y,HUDSONV,alexd,Deposito,F
2019-05-30 15:57:10,2019-05-30 00:00:00,,2019-05-31 09:40:17,2019-05-31 09:03:37,2,219314,14,Abastecimento,N,deysek,hurielm,Deposito,F
2019-05-30 15:56:59,2019-05-30 00:00:00,,2019-05-30 16:24:03,2019-05-30 16:23:45,1,219313,2,Abastecimento,N,JOSEB,Douglasl,Deposito,F
2019-05-30 15:54:59,2019-05-30 00:00:00,,2019-05-31 08:15:00,2019-05-31 08:00:02,2,219311,6,Abastecimento,N,deysek,alanilsonm,Deposito,F
2019-05-30 15:54:31,2019-05-31 00:00:00,,2019-05-30 16:45:57,2019-05-30 16:34:29,1,219310,7,Agendado,G,celma,micaelp,Deposito,F
2019-05-30 15:53:35,2019-05-30 00:00:00,,2019-05-30 15:58:53,2019-05-30 15:58:46,1,219309,1,Cliente,C,luisn,Douglasl,Deposito,F
2019-05-30 15:52:52,2019-05-30 00:00:00,,2019-05-30 16:04:58,2019-05-30 15:55:31,1,219308,4,Cliente,C,iranildov,djailsonc,Deposito,F
2019-05-30 15:52:37,2019-05-30 00:00:00,,2019-05-30 16:02:37,2019-05-30 15:56:59,1,219307,2,Cliente,C,netinho,micaelp,Deposito,F
2019-05-30 15:52:07,2019-05-30 00:00:00,,2019-05-31 10:24:46,2019-05-31 10:02:33,2,219306,11,Abastecimento,N,deysek,alanilsonm,Deposito,F
2019-05-30 15:50:15,2019-05-30 00:00:00,,2019-05-30 16:06:57,2019-05-30 16:04:59,1,219305,1,Abastecimento,N,KELLYANE,mayadsonsouza,Deposito,F
2019-05-30 15:48:42,2019-05-30 00:00:00,,2019-05-31 10:07:52,2019-05-31 09:41:56,2,219304,16,Abastecimento,N,deysek,kevena,Deposito,F
2019-05-30 15:47:23,2019-05-30 00:00:00,,2019-05-30 16:56:05,2019-05-30 16:55:52,2,219303,1,Cliente,C,lucasm,kevena,Deposito,F
2019-05-30 15:47:17,2019-05-30 00:00:00,,2019-05-30 15:59:15,2019-05-30 15:50:40,1,219302,4,Cliente,C,gersono,mayadsonsouza,Deposito,F
2019-05-30 15:45:53,2019-05-30 00:00:00,,2019-05-31 09:33:42,2019-05-31 08:59:40,2,219301,14,Abastecimento,N,deysek,alanilsonm,Deposito,F
2019-05-30 15:43:39,2019-05-30 00:00:00,,2019-05-30 15:58:31,2019-05-30 15:50:18,1,219300,1,Cliente,C,SANDROO,Douglasl,Deposito,F
2019-05-30 15:42:25,2019-05-30 00:00:00,,2019-05-31 08:32:25,2019-05-31 08:12:54,2,219299,19,Abastecimento,N,deysek,kelsonlima,Deposito,F
2019-05-30 15:41:26,2019-05-30 00:00:00,,2019-05-31 08:51:30,2019-05-31 07:29:18,1,219298,35,Abastecimento,N,Rosangela,DANIELB,Deposito,F
2019-05-30 15:39:41,2019-05-30 00:00:00,,2019-05-31 10:30:06,2019-05-30 15:41:34,1,219297,6,Abastecimento,N,HERLESO,HERLESO,Abastecimento,F
2019-05-30 15:38:35,2019-05-30 00:00:00,,2019-05-30 15:49:47,2019-05-30 15:49:32,1,219296,1,Cliente,C,JOAOO,mayadsonsouza,Deposito,F
2019-05-30 15:29:43,2019-05-30 00:00:00,,2019-05-30 15:45:42,2019-05-30 15:45:25,2,219294,1,Abastecimento,N,deysek,kevena,Deposito,F
2019-05-30 15:26:23,2019-05-30 00:00:00,,2019-05-31 12:47:25,2019-05-31 12:41:54,2,219293,3,F.Shop 10,X,vivi,alanilsonm,Deposito,F
2019-05-30 15:23:39,2019-05-30 00:00:00,,2019-05-30 15:33:04,2019-05-30 15:27:59,1,219292,1,Cliente,C,HELDERF,wildsono,Deposito,F
2019-05-30 15:22:56,2019-05-30 00:00:00,,2019-05-30 15:36:10,2019-05-30 15:35:51,2,219291,1,Rota,R,KELVIN,kevena,Deposito,F
2019-05-30 15:19:52,2019-05-30 00:00:00,,2019-05-31 13:21:20,2019-05-31 12:44:15,2,219290,11,F.Shop 10,X,vivi,kelsonlima,Deposito,F
2019-05-30 15:04:57,2019-05-30 00:00:00,,2019-05-30 15:32:16,2019-05-30 15:09:18,1,219289,6,Abastecimento,N,aleff,ALEFF,Abastecimento,F
2019-05-30 15:04:54,2019-05-30 00:00:00,,2019-05-30 15:50:04,2019-05-30 15:09:08,1,219288,4,Abastecimento,N,CLEITON,ALEFF,Abastecimento,F
2019-05-30 15:00:42,2019-05-30 00:00:00,,2019-06-03 00:53:39,2019-06-02 23:04:42,1,219287,1,F.Shop 10,X,vivi,"",,F
2019-05-30 14:59:17,2019-05-30 00:00:00,,2019-06-02 23:38:10,2019-06-02 23:04:18,1,219286,11,F.Shop 10,X,vivi,thiagob,Deposito,F
2019-05-30 14:58:57,2019-05-30 00:00:00,,2019-05-30 15:05:06,2019-05-30 15:04:58,1,219285,1,Cliente,C,maria ivanilda,Douglasl,Deposito,F
2019-05-30 14:54:57,2019-05-30 00:00:00,,2019-05-31 08:03:49,2019-05-31 08:03:48,1,219284,1,F. Via Direta,Y,raquelj,alexd,Deposito,F
2019-05-30 14:54:29,2019-05-30 00:00:00,,2019-05-31 17:13:54,2019-05-31 16:55:57,1,219283,20,F. Via Direta,Y,raquelj,djailsonc,Deposito,F
2019-05-30 14:54:15,2019-05-30 00:00:00,,2019-06-03 00:17:46,2019-06-02 23:03:12,1,219282,20,F.Shop 10,X,vivi,JOAOF,Embalagem,F
2019-05-30 14:54:04,2019-05-30 00:00:00,,2019-05-30 17:22:54,2019-05-30 16:43:13,1,219281,20,F. Via Direta,Y,raquelj,eliabd,Deposito,F
2019-05-30 14:42:14,2019-05-30 00:00:00,,2019-05-30 14:51:49,2019-05-30 14:45:20,1,219280,1,Cliente,C,ROSIMARY,jeffersondouglas,Deposito,F
2019-05-30 14:42:07,2019-05-30 00:00:00,,2019-05-30 14:51:14,2019-05-30 14:51:08,1,219279,1,Cliente,C,alberion,ARIELG,Deposito,F
2019-05-30 14:34:14,2019-05-30 00:00:00,,2019-05-30 14:59:23,2019-05-30 14:44:21,1,219278,1,Abastecimento,N,CLEITON,ALEFF,Abastecimento,F
2019-05-30 14:28:39,2019-05-30 00:00:00,,2019-06-02 23:42:53,2019-06-02 23:08:19,1,219277,20,F.Shop 10,X,vivi,KAIROLIMA,Deposito,F
2019-05-30 14:20:55,2019-05-30 00:00:00,,2019-05-30 15:37:13,2019-05-30 15:06:03,1,219276,21,Abastecimento,N,JOSENILDA SILVA,wildsono,Deposito,F
2019-05-30 14:20:51,2019-05-30 00:00:00,,2019-06-03 00:54:16,2019-06-02 23:12:20,1,219275,20,F.Shop 10,X,vivi,marcosr,Deposito,F
2019-05-30 14:17:53,2019-05-30 00:00:00,,2019-05-30 14:50:54,2019-05-30 14:50:05,1,219274,6,Rota,R,KELVIN,MARCELOXAVIER,Vendas,F
2019-05-30 14:17:17,2019-05-30 00:00:00,,2019-05-30 14:39:43,2019-05-30 14:37:58,1,219273,3,Rota,R,KELVIN,MARCELOXAVIER,Vendas,F
2019-05-30 14:16:57,2019-05-30 00:00:00,,2019-05-30 14:19:32,2019-05-30 14:18:13,1,219272,1,Cliente,C,NIETE OLIVEIRA,mayadsonsouza,Deposito,F
2019-05-30 14:14:03,2019-05-30 00:00:00,,2019-05-30 14:25:10,2019-05-30 14:20:28,1,219271,1,Cliente,C,luisn,ARIELG,Deposito,F
2019-05-30 14:13:33,2019-05-30 00:00:00,,2019-05-30 14:20:18,2019-05-30 14:20:05,1,219270,1,Cliente,C,CARLOS ALBERTO,ARIELG,Deposito,F
2019-05-30 14:10:12,2019-05-30 00:00:00,,2019-05-30 15:27:39,2019-05-30 14:32:33,1,219269,8,Abastecimento,N,Zenaib,Zenaib,Promotor,F
2019-05-30 14:06:47,2019-05-30 00:00:00,,2019-05-30 15:25:35,2019-05-30 14:32:20,1,219268,15,Abastecimento,N,Zenaib,Zenaib,Promotor,F
2019-05-30 14:02:11,2019-05-30 00:00:00,,2019-06-02 23:30:31,2019-06-02 23:04:18,1,219266,18,F.Shop 10,X,vivi,Douglasl,Deposito,F
2019-05-30 14:00:06,2019-05-30 00:00:00,,2019-05-30 14:53:34,2019-05-30 14:52:03,1,219265,13,Abastecimento,N,SANDROO,ARIELG,Deposito,F
2019-05-30 13:59:00,2019-05-30 00:00:00,,2019-05-30 14:05:03,2019-05-30 14:04:56,1,219264,1,Cliente,C,DANIELPONTES,rudsond,Deposito,F
2019-05-30 13:57:48,2019-05-30 00:00:00,,2019-05-30 14:08:39,2019-05-30 14:01:43,1,219263,1,Cliente,C,DANIELPONTES,mayadsonsouza,Deposito,F
2019-05-30 13:53:04,2019-05-30 00:00:00,,2019-05-30 15:33:00,2019-05-30 14:58:18,1,219262,12,Abastecimento,N,MoisesA,DANIELB,Deposito,F
2019-05-30 13:49:24,2019-05-30 00:00:00,,2019-05-30 14:13:10,2019-05-30 13:50:54,1,219261,2,Abastecimento,N,Raniel,Raniel,Promotor,F
2019-05-30 13:44:36,2019-05-30 00:00:00,,2019-05-30 14:28:26,2019-05-30 13:52:05,1,219260,1,Abastecimento,N,helyonne,helyonne,Promotor,F
2019-05-30 13:42:54,2019-05-30 00:00:00,,2019-05-31 14:19:40,2019-05-30 14:03:24,1,219259,11,Abastecimento,N,JOAOO,JOAOO,Abastecimento,F
2019-05-30 13:37:43,2019-05-30 00:00:00,,2019-05-31 14:23:38,2019-05-30 14:04:01,1,219258,20,Abastecimento,N,JOAOO,JOAOO,Abastecimento,F
2019-05-30 13:31:09,2019-05-30 00:00:00,,2019-05-30 13:42:48,2019-05-30 13:37:50,1,219257,1,Cliente,C,HELDERF,jeffersondouglas,Deposito,F
2019-05-30 13:27:34,2019-05-30 00:00:00,,2019-05-30 13:33:57,2019-05-30 13:29:38,1,219256,1,Cliente,C,elisr,jeffersondouglas,Deposito,F
2019-05-30 13:17:23,2019-05-30 00:00:00,,2019-05-30 15:18:30,2019-05-30 13:19:06,1,219255,7,Abastecimento,N,HERLESO,HERLESO,Abastecimento,F
2019-05-30 13:08:02,2019-05-30 00:00:00,,2019-05-30 13:14:46,2019-05-30 13:14:15,1,219254,4,Cliente,C,gersono,ewertond,Deposito,F
2019-05-30 13:05:55,2019-05-30 00:00:00,,2019-05-30 13:10:06,2019-05-30 13:08:31,1,219253,3,Abastecimento,N,tiago,Douglasl,Deposito,F
2019-05-30 13:04:24,2019-05-30 00:00:00,,2019-05-30 13:11:27,2019-05-30 13:08:12,1,219252,2,Abastecimento,N,elisr,ELISR,Abastecimento,F
2019-05-30 12:53:55,2019-05-30 00:00:00,,2019-05-30 13:02:57,2019-05-30 12:55:39,1,219251,1,Cliente,C,sandrop,wildsono,Deposito,F
2019-05-30 12:53:33,2019-05-30 00:00:00,,2019-05-31 08:24:49,2019-05-31 08:24:05,1,219250,3,F. Via Direta,Y,raquelj,alexd,Deposito,F
2019-05-30 12:50:05,2019-05-30 00:00:00,,2019-05-31 08:27:15,2019-05-31 08:04:15,1,219249,10,F. Via Direta,Y,raquelj,alexd,Deposito,F
2019-05-30 12:49:36,2019-05-30 00:00:00,,2019-05-30 15:18:50,2019-05-30 14:56:00,1,219248,4,Abastecimento,N,islania,jeffersondouglas,Deposito,F
2019-05-30 12:49:20,2019-05-30 00:00:00,,2019-05-30 14:12:35,2019-05-30 12:55:34,1,219247,24,Abastecimento,N,alberion,ALBERION,Abastecimento,F
2019-05-30 12:49:02,2019-05-30 00:00:00,,2019-05-30 12:55:56,2019-05-30 12:50:45,1,219246,1,Cliente,C,DANIELPONTES,DANIELPONTES,Abastecimento,F
2019-05-30 12:46:42,2019-05-30 00:00:00,,2019-05-30 15:55:18,2019-05-30 15:53:18,1,219245,1,F. Via Direta,Y,raquelj,eliabd,Deposito,F
2019-05-30 12:45:05,2019-05-30 00:00:00,,2019-05-30 14:54:26,2019-05-30 14:52:15,1,219244,1,F. Via Direta,Y,raquelj,eliabd,Deposito,F
2019-05-30 12:34:22,2019-05-30 00:00:00,,2019-05-30 15:28:51,2019-05-30 14:36:45,1,219243,16,Abastecimento,N,NIETE OLIVEIRA,micaelp,Deposito,F
